OBJECTID,PARCEL_SYS,PARCEL_TYP,PARCEL_LAB,PARCEL_NM,REVERSION_,OWN_RIGHT_,SURFACE_RI,MINERAL_RI,TIMBER_RIG,SURFACE_TR,MINERAL_TR,TIMBER_TRU,OWNER_AGEN,STEWARD_AG,MANAGER_AG,TIMBER_OWN,TIMBER_EXP,ORIGINAL_P,COUNTY_JUR,COUNTY_PAR,REGION_JUR,HCP_JURISD,HCP_DESG_C,HCP_DESG_D,HCP_WITHDR,PARCEL_DES,EDIT_DATE,EDIT_STATU,EDIT_WHO,EASEMENT_T,PARCEL_ACQ,PARCEL_DIS,SHAPE.AREA,SHAPE.LEN
2507,4538,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,33,,2300,,"2",,1997/01/30 03:00:00.000,,2011/06/29 03:00:00.000,"1",jdug490,,,,1573903.651099999900907,5028.444587960360877
4545,4311,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,33,,2300,,"2",,1997/01/30 03:00:00.000,,2011/06/29 03:00:00.000,"1",jdug490,,,,6279757.104861999861896,14026.953611340401039
9797,4310,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,33,,2300,,"2",,1997/01/30 03:00:00.000,,2016/02/23 13:39:23.000,"1",JDUG490,,,,6171367.207560000009835,13574.792254560401489
10549,4517,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,22,,2300,,"2",,1997/01/30 03:00:00.000,,2011/06/29 03:00:00.000,"1",jdug490,,US PATENT NO 46-70-0077,,6650617.773234999738634,14657.565005996699256
14981,4752,1,,,N,N,Y,Y,Y,"5","5","5",58706,63986,63986,,,,33,,2300,,"2",,1997/01/30 03:00:00.000,,2017/09/28 14:59:23.000,"1",JDUG490,,CLEAR LIST 11 CEP&RI,,5794734.977036000229418,12865.528416363700671
14982,4539,1,,,N,N,Y,Y,Y,"7","7","7",58706,63986,63986,,,,33,,2300,,"2",,1997/01/30 03:00:00.000,,2017/09/28 14:59:23.000,"1",JDUG490,,,,6493274.384583000093699,13029.183507425399512
14984,12942,1,,,N,N,Y,N,Y,"4","0","4",58706,63986,63986,,,,33,,2300,,"2",,1997/01/30 03:00:00.000,,2017/09/28 14:59:23.000,"1",JDUG490,,,,6719098.621208500117064,12968.453728869100814
14985,4751,1,,,N,N,Y,Y,Y,"6","6","6",58706,63986,63986,,,,33,,2300,,"2",,1997/01/30 03:00:00.000,,2017/09/28 14:59:23.000,"1",JDUG490,,CLEAR LIST 11 CEP&RI,,7228825.809186999686062,13330.743634342499718
6707,9433,2,,,N,N,Y,N,Y,"13","0","13",999999,999999,999999,,,,23,,900,,"1",1997/01/30 03:00:00.000,,,2015/09/25 10:08:20.000,"0",JHLT490,,,02-0818191,1150579.407588500063866,4906.486581251339885
274,9053,2,,,N,N,Y,N,Y,"13","13","13",999999,999999,999999,,,,23,,900,,"1",1997/01/30 03:00:00.000,,50% MINERAL INTEREST,2015/09/24 20:39:16.000,"0",JDUG490,,,02-081891,2277837.983727499842644,6364.721080474750124
14219,9058,2,,,N,N,Y,N,Y,"13","0","13",999999,999999,999999,,,,23,,900,,"1",1997/01/30 03:00:00.000,,,2015/09/24 20:36:01.000,"0",JDUG490,,,02-081891,4521700.465110500343144,15347.546461504500257
14273,9057,2,,,N,N,Y,N,Y,"13","0","13",999999,999999,999999,,,,23,,900,,"1",1997/01/30 03:00:00.000,,,2015/09/24 20:36:01.000,"0",JDUG490,,,02-081891,2238450.848401499912143,6675.088807057760278
14274,9056,2,,,N,N,Y,N,Y,"13","0","13",999999,999999,999999,,,,23,,900,,"1",1997/01/30 03:00:00.000,,,2015/09/24 20:36:01.000,"0",JDUG490,,,02-081891,1927156.009197500068694,5734.611718472880057
2409,10586,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,11843768.345070000737906,15133.043963872998575
2442,3051,1,,,N,N,Y,Y,Y,"10","10","10",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 5 SCIENTIFIC,,7186638.851200000382960,10724.386998498301182
2504,10542,1,,,N,N,Y,Y,Y,"6","6","6",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 6 CEP&RI,,28039831.926150001585484,21181.128288907297247
2774,3141,1,,,N,N,Y,Y,Y,"10","8","10",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 4 NORMAL SCHOOL,,1841160.445950000081211,5428.735448562830243
2777,10544,1,,,N,N,Y,Y,Y,"6","6","6",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 6 CEP&RI,,28529680.344200000166893,21365.700771783700475
3035,10577,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,27987904.141600001603365,21161.726429866601393
3100,13076,1,,,N,N,Y,N,Y,"3","0","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,86-000167,,1375189.229284999892116,4881.078197868199823
3113,3181,1,,,N,N,Y,Y,Y,"13","13","13",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,99742.595361999992747,1399.999902024839912
3144,10561,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,27918726.442340001463890,21056.190913898499275
3175,10540,1,,,N,N,Y,Y,Y,"5","5","5",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 6 CEP&RI,,28037811.300000000745058,21202.759188965999783
3191,2969,1,,,N,N,Y,Y,Y,"1","1","1",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,3198101.464000000152737,7518.245342127390359
3217,15149,1,,,N,N,Y,Y,Y,"13","13","13",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,9995.465734999999768,399.909325599289957
3305,3050,1,,,N,N,Y,Y,Y,"10","10","10",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 5 SCIENTIFIC,,6854115.230849999934435,10473.409511993999331
3391,10558,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,27578679.634854998439550,20926.646203743399383
3479,10524,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",2005/09/24 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 11 INDEMNITY,,6934495.265705000609159,13289.979164523601867
3522,10559,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,24408674.739275000989437,19764.643435333298839
3752,10541,1,,,N,N,Y,Y,Y,"6","6","6",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 6 CEP&RI,,28263893.310750000178814,21268.409647493001103
4214,10543,1,,,N,N,Y,Y,Y,"6","6","6",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 6 CEP&RI,,28120349.917249999940395,21165.200429356002132
4360,112735,1,,,N,N,Y,N,Y,"3","0","3",58706,63986,63986,,,,39,,100,,"1",2008/02/22 03:00:00.000,,W-YK-35,2012/02/16 03:00:00.000,"0",jdug490,,86-079379,,25334455.660509999841452,19768.380234752701654
4370,3052,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,US PATENT NO 46-70-0084,,1772457.962509999983013,5326.101933258030840
4383,15148,1,,,N,N,Y,Y,Y,"13","13","13",58706,63986,63986,,,,20,,100,,"1",2002/10/03 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,08-074340,,49983.934399999998277,899.839113135786988
4474,10497,1,,,N,N,Y,Y,Y,"6","6","6",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 6 CEP&RI,,20272378.894999999552965,18296.070838176299731
4544,10539,1,,,N,N,Y,Y,Y,"5","5","5",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 6 CEP&RI,,6937046.925160000100732,10560.075500871898839
4878,10519,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",2005/09/24 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 11 INDEMNITY,,7364348.008150000125170,13340.859585041500395
4916,10507,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",2005/09/24 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 11 INDEMNITY,,14212721.253754999488592,15917.549868239901116
5305,10554,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,18706594.500064998865128,17674.559789185397676
5368,10552,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,6447211.523500000126660,10174.384833481100941
5400,10562,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,27807467.438000001013279,21103.166084043699811
5564,10521,1,,,N,N,Y,Y,Y,"6","6","6",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2012/06/22 20:30:58.000,"1",SDE,,CLEAR LIST 6 CEP&RI,,27987991.704849999397993,21145.667430494799191
5699,114526,1,,,N,N,Y,N,Y,"75","0","75",58706,63986,63986,,,,20,,100,,"1",2011/11/15 03:00:00.000,,,2012/03/21 03:00:00.000,"0",jdug490,,08-087869,,12174096.120732000097632,15958.090531580199240
5716,114527,1,,,N,N,Y,N,Y,"75","0","75",58706,63986,63986,,,,39,,100,,"1",2011/11/15 03:00:00.000,,,2012/03/21 03:00:00.000,"0",jdug490,,08-087869,,8868326.504208000376821,14018.355127326900401
5719,114528,1,,,N,N,Y,N,Y,"75","0","75",58706,63986,63986,,,,39,,100,,"1",2011/11/15 03:00:00.000,,,2012/03/21 03:00:00.000,"0",jdug490,,08-087869,,8912779.430956000462174,13956.049566938001590
5720,114529,1,,,N,N,Y,N,Y,"75","0","75",58706,63986,63986,,,,39,,100,,"1",2011/11/15 03:00:00.000,,,2012/03/21 03:00:00.000,"0",jdug490,,08-087869,,3550052.954415000043809,7962.147053754199987
5721,114530,1,,,N,N,Y,N,Y,"75","0","75",58706,63986,63986,,,,39,,100,,"1",2011/11/15 03:00:00.000,,,2012/03/21 03:00:00.000,"0",jdug490,,08-087869,,7118756.282250000163913,13252.699906526700943
5722,10486,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",2005/09/24 03:00:00.000,,,2012/03/01 03:00:00.000,"1",jdug490,,CLEAR LIST 11 INDEMNITY,,24166849.321538999676704,23590.396511805698538
5723,10506,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",2005/09/24 03:00:00.000,,,2012/03/01 03:00:00.000,"1",jdug490,,CLEAR LIST 11 INDEMNITY,,28848117.006537005305290,21748.777727222404792
5763,10511,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2012/02/28 03:00:00.000,"1",jdug490,,86-000166,,24759173.252879001200199,21413.961210307297733
5766,10525,1,,,N,N,Y,N,Y,"3","0","3",58706,63986,63986,,,,39,,100,,"1",2005/09/24 03:00:00.000,,,2012/02/28 03:00:00.000,"1",jdug490,,CLEAR LIST 11 INDEMNITY,,7280817.878922999836504,13477.503247011400163
5767,10518,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2012/02/28 03:00:00.000,"1",jdug490,,US PATENT NO 46-87-0005,,28140200.426405001431704,21289.590603584500059
5768,10503,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2012/02/28 03:00:00.000,"1",jdug490,,,,7320.376253499999621,415.338468973521060
5769,10529,1,,,N,N,Y,Y,Y,"10","10","10",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2012/02/28 03:00:00.000,"1",jdug490,,CLEAR LIST 3 SCIENTIFIC,,10525926.240864999592304,15847.712084389999291
5770,10527,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2012/02/28 03:00:00.000,"1",jdug490,,86-000166,,8851450.787273000925779,13825.394902551499399
5772,10517,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",2005/09/24 03:00:00.000,,,2012/02/28 03:00:00.000,"1",jdug490,,CLEAR LIST 11 INDEMNITY,,20350331.045357499271631,20970.917336702201283
5774,10512,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2012/02/28 03:00:00.000,"1",jdug490,,,,12338516.753461500629783,18586.993841725499806
5999,116909,1,,,N,N,Y,Y,Y,"75","10","75",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2017/03/09 15:10:22.000,"1",JDUG490,,CLEAR LIST 5 SCIENTIFIC SPLIT 3034 PER 86-091402 02-090360,,10496368.585203999653459,15964.638362036901526
6069,3035,1,,,N,N,Y,Y,Y,"6","6","6",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2015/07/22 20:37:14.000,"1",JDUG490,,86-000166,,1839684.286370000103489,5426.453614352799377
6308,10537,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2015/07/27 16:59:09.000,"1",JDUG490,,,,12234585.399004500359297,15807.648919749997731
6333,116908,1,,,N,N,Y,Y,Y,"10","3","10",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2015/07/27 16:59:09.000,"1",JDUG490,,SPLIT 10537 PER 86-091402,,1520870.934274999890476,4946.813623082280174
6349,2966,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2018/06/20 20:25:07.000,"1",TSTE490,,,,14242640.954889999702573,15776.157729249600379
6440,10538,1,,,N,N,Y,N,Y,"10","0","10",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2015/07/22 20:37:14.000,"1",JDUG490,,86-091402,,6862922.798627999611199,10480.143808624599842
6480,2971,1,,,N,N,Y,Y,Y,"8","8","8",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2018/06/20 20:25:07.000,"1",TSTE490,,86-000166,,5571072.085280000232160,10932.829434497100010
6482,2958,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2018/06/20 20:25:07.000,"1",TSTE490,,US PATENT NO 46-70-0085,,28632104.196410000324249,21214.051540769098210
6569,2970,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2018/06/20 20:25:07.000,"1",TSTE490,,,,18898269.139290001243353,18406.105508233900764
6703,3044,1,,,N,N,Y,Y,Y,"10","10","10",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,1791657.518099999986589,5354.405563532440283
6788,3039,1,,,N,N,Y,Y,Y,"10","10","10",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 5 SCIENTIFIC,,3534152.011620000004768,7981.355176750570536
6858,3036,1,,,N,N,Y,Y,Y,"10","10","10",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2015/07/22 20:37:14.000,"1",JDUG490,,CLEAR LIST 5 SCIENTIFIC,,12097057.245714999735355,18516.293147217500518
6861,3130,1,,,N,N,Y,Y,Y,"10","10","10",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2015/07/22 20:37:14.000,"1",JDUG490,,CLEAR LIST 5 SCIENTIFIC,,13690934.915968999266624,15659.249252385199725
41,15579,1,,,N,N,Y,Y,Y,"9","9","9",58706,63986,63986,,,,39,,100,,"2",,1997/01/30 03:00:00.000,,2021/11/10 19:46:08.000,"1",TSTE490,,,,5599.986289999999826,359.999202188005029
221,10816,1,,,N,N,Y,Y,Y,"9","9","9",58706,63986,63986,,,,39,,100,,"2",,1997/01/30 03:00:00.000,,2011/06/29 03:00:00.000,"1",jdug490,,,,5419149.547564999200404,10719.031590164200679
251,10494,1,,,N,N,Y,Y,Y,"6","6","6",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/08/18 03:00:00.000,"1",jdug490,,CLEAR LIST 6 CEP&RI,,27109748.283805001527071,20849.776610210301442
252,10493,1,,,N,N,Y,Y,Y,"6","6","6",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/08/18 03:00:00.000,"1",jdug490,,CLEAR LIST 6 CEP&RI,,7064252.850844999775290,13223.192793145501128
313,10488,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",2005/09/24 03:00:00.000,,,2011/08/19 03:00:00.000,"1",jdug490,,CLEAR LIST 11 INDEMNITY,,27582908.765246998518705,21006.578121248599928
316,113079,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/08/19 03:00:00.000,"0",jdug490,,CLEAR LIST 11 INDEMNITY,,25026145.510389499366283,21409.435649060902506
317,10496,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/08/19 03:00:00.000,"1",jdug490,,,,6863297.066837999969721,13058.244465568199303
318,2956,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/08/19 03:00:00.000,"1",jdug490,,,,11334641.800644500181079,16223.997715720099222
369,3023,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/30 03:00:00.000,"1",jdug490,,,,5368491.437959499657154,10703.991042893499980
374,10438,1,,,N,N,Y,N,Y,"3","0","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/30 03:00:00.000,"1",jdug490,,,,7046700.635313499718904,13253.563144256098894
375,3022,1,,,N,N,Y,Y,Y,"1","1","1",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/30 03:00:00.000,"1",jdug490,,,,3616457.460884999949485,8088.972323671380764
472,3053,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,US PATENT NO 46-70-0084,,7249647.480248999781907,10774.531812902001548
497,117746,1,,,N,N,Y,N,Y,"48","0","48",58706,63986,63986,,,,20,,100,,"2",,,KLICKITAT CANYON FOREST,2017/05/11 13:47:33.000,"0",JDUG490,,08-091713,,6538801.458766000345349,10871.612419664501431
587,10583,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,27624292.078186001628637,21024.457609927401791
614,2967,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,27830531.773409504443407,21115.153810903302656
666,3287,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"2",,1997/01/30 03:00:00.000,,2011/06/29 03:00:00.000,"1",jdug490,,,,5476485.569029999896884,9721.246484555529605
987,10502,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,US PATENT NO 46-87-0005,,27458714.572767000645399,20988.529480736600817
1112,10547,1,,,N,N,Y,Y,Y,"6","6","6",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 6 CEP&RI,,17746050.221370000392199,18654.169629332500335
1204,10557,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,26584338.316399998962879,20629.465449311199336
