state,managing_agency,rights_type,state_enabling_act,OBJECTID,acres,trust_name
ID,Department of Lands,Subsurface,71 Stat. 215-219 (1890),1085930,38.100000000000001,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,72 Stat. 215-219 (1890),1085931,14.010000000000000,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,73 Stat. 215-219 (1890),1085943,40.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,74 Stat. 215-219 (1890),1085944,,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,75 Stat. 215-219 (1890),1085945,5.870000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,76 Stat. 215-219 (1890),1085946,337.670000000000016,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,77 Stat. 215-219 (1890),1085983,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,78 Stat. 215-219 (1890),1085984,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,79 Stat. 215-219 (1890),1085985,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,80 Stat. 215-219 (1890),1085986,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,81 Stat. 215-219 (1890),1086040,640.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,82 Stat. 215-219 (1890),1086044,640.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,83 Stat. 215-219 (1890),1086045,640.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,84 Stat. 215-219 (1890),1086046,,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,85 Stat. 215-219 (1890),1086047,,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,86 Stat. 215-219 (1890),1086048,,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,87 Stat. 215-219 (1890),1086051,794.779999999999973,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,88 Stat. 215-219 (1890),1086052,640.360000000000014,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,89 Stat. 215-219 (1890),1086054,257.290000000000020,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,90 Stat. 215-219 (1890),1086056,640.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,91 Stat. 215-219 (1890),1086057,640.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,92 Stat. 215-219 (1890),1086058,240.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,93 Stat. 215-219 (1890),1086610,528.990000000000009,100.00% Capitol Permanent (Public Building)
ID,Department of Lands,Subsurface,94 Stat. 215-219 (1890),1086634,199.250000000000000,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,95 Stat. 215-219 (1890),1086653,80.000000000000000,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,96 Stat. 215-219 (1890),1086654,337.899999999999977,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,97 Stat. 215-219 (1890),1086667,520.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,98 Stat. 215-219 (1890),1086709,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,99 Stat. 215-219 (1890),1086710,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,100 Stat. 215-219 (1890),1086711,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,101 Stat. 215-219 (1890),1086931,20.969999999999999,General Fund
ID,Department of Lands,Subsurface,102 Stat. 215-219 (1890),1086935,,100.00% Forest Purposes (Dept. of Forestry)
ID,Department of Lands,Subsurface,103 Stat. 215-219 (1890),1087114,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,104 Stat. 215-219 (1890),1087115,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,105 Stat. 215-219 (1890),1087116,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,106 Stat. 215-219 (1890),1087117,105.359999999999999,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,107 Stat. 215-219 (1890),1087118,2.500000000000000,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,108 Stat. 215-219 (1890),1087126,80.000000000000000,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,109 Stat. 215-219 (1890),1087167,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,110 Stat. 215-219 (1890),1087250,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,111 Stat. 215-219 (1890),1087252,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,112 Stat. 215-219 (1890),1087253,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,113 Stat. 215-219 (1890),1087257,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,114 Stat. 215-219 (1890),1087258,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,115 Stat. 215-219 (1890),1087259,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,116 Stat. 215-219 (1890),1087260,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,117 Stat. 215-219 (1890),1087261,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,118 Stat. 215-219 (1890),1087262,40.000000000000000,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,119 Stat. 215-219 (1890),1087264,38.609999999999999,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,120 Stat. 215-219 (1890),1087267,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,121 Stat. 215-219 (1890),1087268,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,122 Stat. 215-219 (1890),1087269,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,123 Stat. 215-219 (1890),1087273,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,124 Stat. 215-219 (1890),1087274,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,125 Stat. 215-219 (1890),1087275,40.000000000000000,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,126 Stat. 215-219 (1890),1087276,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,127 Stat. 215-219 (1890),1087277,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,128 Stat. 215-219 (1890),1087278,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,129 Stat. 215-219 (1890),1087279,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,130 Stat. 215-219 (1890),1087280,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,131 Stat. 215-219 (1890),1087281,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,132 Stat. 215-219 (1890),1087282,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,133 Stat. 215-219 (1890),1087283,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,134 Stat. 215-219 (1890),1087284,142.699999999999989,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,135 Stat. 215-219 (1890),1087285,23.800000000000001,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,136 Stat. 215-219 (1890),1087286,16.699999999999999,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,137 Stat. 215-219 (1890),1087287,68.299999999999997,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,138 Stat. 215-219 (1890),1087288,20.829999999999998,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,139 Stat. 215-219 (1890),1087289,140.699999999999989,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,140 Stat. 215-219 (1890),1087290,1.140000000000000,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,141 Stat. 215-219 (1890),1087291,13.500000000000000,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,142 Stat. 215-219 (1890),1087292,38.000000000000000,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,143 Stat. 215-219 (1890),1087293,630.100000000000023,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,144 Stat. 215-219 (1890),1087294,583.600000000000023,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,145 Stat. 215-219 (1890),1087295,574.399999999999977,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,146 Stat. 215-219 (1890),1087296,638.039999999999964,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,147 Stat. 215-219 (1890),1087297,640.000000000000000,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,148 Stat. 215-219 (1890),1087298,12.260000000000000,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,149 Stat. 215-219 (1890),1087299,30.000000000000000,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,150 Stat. 215-219 (1890),1087300,640.000000000000000,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,151 Stat. 215-219 (1890),1087357,320.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,152 Stat. 215-219 (1890),1087385,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,153 Stat. 215-219 (1890),1087391,119.239999999999995,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,154 Stat. 215-219 (1890),1087398,80.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,155 Stat. 215-219 (1890),1087433,80.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,156 Stat. 215-219 (1890),1087434,240.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,157 Stat. 215-219 (1890),1087435,38.500000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,158 Stat. 215-219 (1890),1087436,120.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,159 Stat. 215-219 (1890),1087437,320.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,160 Stat. 215-219 (1890),1087438,280.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,161 Stat. 215-219 (1890),1087439,177.800000000000011,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,162 Stat. 215-219 (1890),1087440,,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,163 Stat. 215-219 (1890),1087441,,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,164 Stat. 215-219 (1890),1087442,80.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,165 Stat. 215-219 (1890),1087487,120.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,166 Stat. 215-219 (1890),1087488,,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,167 Stat. 215-219 (1890),1087489,,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,168 Stat. 215-219 (1890),1087532,120.000000000000000,Normal School
ID,Department of Lands,Subsurface,169 Stat. 215-219 (1890),1087542,80.000000000000000,State Hospital South (Insane Asylum)
ID,Department of Lands,Subsurface,170 Stat. 215-219 (1890),1087543,40.000000000000000,State Hospital South (Insane Asylum)
ID,Department of Lands,Subsurface,171 Stat. 215-219 (1890),1087544,40.000000000000000,State Hospital South (Insane Asylum)
ID,Department of Lands,Subsurface,172 Stat. 215-219 (1890),1087595,40.000000000000000,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,173 Stat. 215-219 (1890),1087721,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,174 Stat. 215-219 (1890),1087728,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,175 Stat. 215-219 (1890),1087731,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,176 Stat. 215-219 (1890),1087732,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,177 Stat. 215-219 (1890),1087733,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,178 Stat. 215-219 (1890),1087735,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,179 Stat. 215-219 (1890),1087736,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,180 Stat. 215-219 (1890),1087737,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,181 Stat. 215-219 (1890),1087738,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,182 Stat. 215-219 (1890),1087739,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,183 Stat. 215-219 (1890),1087740,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,184 Stat. 215-219 (1890),1087741,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,185 Stat. 215-219 (1890),1087742,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,186 Stat. 215-219 (1890),1087743,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,187 Stat. 215-219 (1890),1087744,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,188 Stat. 215-219 (1890),1087747,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,189 Stat. 215-219 (1890),1087748,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,190 Stat. 215-219 (1890),1087749,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,191 Stat. 215-219 (1890),1087750,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,192 Stat. 215-219 (1890),1087752,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,193 Stat. 215-219 (1890),1087754,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,194 Stat. 215-219 (1890),1087755,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,195 Stat. 215-219 (1890),1087756,,Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,196 Stat. 215-219 (1890),1087757,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,197 Stat. 215-219 (1890),1087758,,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,198 Stat. 215-219 (1890),1087776,,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,199 Stat. 215-219 (1890),1087779,317.720000000000027,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,200 Stat. 215-219 (1890),1087801,200.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,201 Stat. 215-219 (1890),1087835,1.687000000000000,100.00% Dept. of Transportation
ID,Department of Lands,Subsurface,202 Stat. 215-219 (1890),1087898,,100.00% Normal School
ID,Department of Lands,Subsurface,203 Stat. 215-219 (1890),1087899,,100.00% Normal School
ID,Department of Lands,Subsurface,204 Stat. 215-219 (1890),1087980,120.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,205 Stat. 215-219 (1890),1087981,240.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,206 Stat. 215-219 (1890),1087982,80.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,207 Stat. 215-219 (1890),1087988,320.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,208 Stat. 215-219 (1890),1087990,80.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,209 Stat. 215-219 (1890),1087991,40.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,210 Stat. 215-219 (1890),1087992,40.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,211 Stat. 215-219 (1890),1088022,,100.00% Normal School
ID,Department of Lands,Subsurface,212 Stat. 215-219 (1890),1088023,,100.00% Normal School
ID,Department of Lands,Subsurface,213 Stat. 215-219 (1890),1088228,,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,214 Stat. 215-219 (1890),1088229,,100.00% Normal School
ID,Department of Lands,Subsurface,215 Stat. 215-219 (1890),1088231,,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,216 Stat. 215-219 (1890),1088233,,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,217 Stat. 215-219 (1890),1088234,,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,218 Stat. 215-219 (1890),1088235,,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,219 Stat. 215-219 (1890),1088236,,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,220 Stat. 215-219 (1890),1088237,,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,221 Stat. 215-219 (1890),1088263,160.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,222 Stat. 215-219 (1890),1073185,,100.00% State Hospital South (Insane Asylum)
ID,Department of Lands,Subsurface,223 Stat. 215-219 (1890),1073281,79.620000000000005,Normal School
ID,Department of Lands,Subsurface,224 Stat. 215-219 (1890),1074212,,Normal School
ID,Department of Lands,Subsurface,225 Stat. 215-219 (1890),1074218,,100.00% State Hospital South (Insane Asylum)
ID,Department of Lands,Subsurface,226 Stat. 215-219 (1890),1075122,640.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,227 Stat. 215-219 (1890),1075187,,100.00% State Hospital South (Insane Asylum)
ID,Department of Lands,Subsurface,228 Stat. 215-219 (1890),1075188,,100.00% State Hospital South (Insane Asylum)
ID,Department of Lands,Subsurface,229 Stat. 215-219 (1890),1075189,20.600000000000001,State Hospital South (Insane Asylum)
ID,Department of Lands,Subsurface,230 Stat. 215-219 (1890),1075193,32.359999999999999,100.00% University of Idaho
ID,Department of Lands,Subsurface,231 Stat. 215-219 (1890),1075204,9.560000000000000,Dept. of Transportation
ID,Department of Lands,Subsurface,232 Stat. 215-219 (1890),1076099,,100.00% State Hospital South (Insane Asylum)
ID,Department of Lands,Subsurface,233 Stat. 215-219 (1890),1076100,,100.00% State Hospital South (Insane Asylum)
ID,Department of Lands,Subsurface,234 Stat. 215-219 (1890),1076961,,100.00% State Hospital South (Insane Asylum)
ID,Department of Lands,Subsurface,235 Stat. 215-219 (1890),1077014,,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,236 Stat. 215-219 (1890),1077088,,100.00% General Fund
ID,Department of Lands,Subsurface,237 Stat. 215-219 (1890),1077514,562.399999999999977,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,238 Stat. 215-219 (1890),1077515,483.480000000000018,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,239 Stat. 215-219 (1890),1077545,,100.00% State Hospital South (Insane Asylum)
ID,Department of Lands,Subsurface,240 Stat. 215-219 (1890),1077546,,100.00% State Hospital South (Insane Asylum)
ID,Department of Lands,Subsurface,241 Stat. 215-219 (1890),1077548,,100.00% State Hospital South (Insane Asylum)
ID,Department of Lands,Subsurface,242 Stat. 215-219 (1890),1077549,,100.00% State Hospital South (Insane Asylum)
ID,Department of Lands,Subsurface,243 Stat. 215-219 (1890),1077777,44.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,244 Stat. 215-219 (1890),1077812,179.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,245 Stat. 215-219 (1890),1077945,80.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,246 Stat. 215-219 (1890),1077946,560.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,247 Stat. 215-219 (1890),1078038,120.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,248 Stat. 215-219 (1890),1078069,257.339999999999975,100.00% University of Idaho
ID,Department of Lands,Subsurface,249 Stat. 215-219 (1890),1078075,6.090000000000000,Dept. of Transportation
ID,Department of Lands,Subsurface,250 Stat. 215-219 (1890),1078498,,100.00% State Hospital South (Insane Asylum)
ID,Department of Lands,Subsurface,251 Stat. 215-219 (1890),1078536,9.130000000000001,Dept. of Transportation
ID,Department of Lands,Subsurface,252 Stat. 215-219 (1890),1078539,8.130000000000004,Dept. of Transportation
ID,Department of Lands,Subsurface,253 Stat. 215-219 (1890),1078924,131.039999999999992,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,254 Stat. 215-219 (1890),1088013,,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,255 Stat. 215-219 (1890),1082825,115.989999999999995,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,256 Stat. 215-219 (1890),1082826,520.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,257 Stat. 215-219 (1890),1082829,480.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,258 Stat. 215-219 (1890),1083013,0.72,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,259 Stat. 215-219 (1890),1083018,37.729999999999997,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,260 Stat. 215-219 (1890),1083040,0.06,100.00% Dept. of Parks and Recreation
ID,Department of Lands,Subsurface,261 Stat. 215-219 (1890),1083051,40.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,262 Stat. 215-219 (1890),1083053,160.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,263 Stat. 215-219 (1890),1083054,90.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,264 Stat. 215-219 (1890),1083055,86.299999999999997,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,265 Stat. 215-219 (1890),1083061,,"Public School (Indemnity, Schools, Common Schools)"
